origin_city,origin_state,origin_postal_code,dest_city,dest_state,dest_postal_code,practical_miles,short_miles,empty_miles,n_practical,n_short,practical_min,practical_max,practical_spread,short_min,short_max,trust_level,source,first_seen,last_seen
HOUSTON,TX,,MISHAWAKA,IN,,1146.7,1129.1,0.0,1.0,1,1146.7,1146.7,0.0,1129.1,1129.1,thin,history,2025-08-11,2025-08-11
HAUPPAUGE,NY,,TAYLOR,TX,,1767.1,1990.6,269.5,1.0,1,1767.1,1767.1,0.0,1990.6,1990.6,thin,history,2023-11-15,2023-11-15
HAVERHILL,MA,,SAN ANTONIO,TX,,2048.6,2291.2,290.6,1.0,1,2048.6,2048.6,0.0,2291.2,2291.2,thin,history,2022-03-23,2022-03-23
HAW,TN,,LAREDO,TX,,1334.3,1428.2,146.5,1.0,1,1334.3,1334.3,0.0,1428.2,1428.2,thin,history,2025-09-30,2025-09-30
HAWESVILLE 3543,KY,,LAREDO,TX,,1224.7,1308.4,157.1,1.0,1,1224.7,1224.7,0.0,1308.4,1308.4,thin,history,2024-07-09,2024-07-09
HAWESVILLE,KY,,ODESSA,TX,,1135.6,1871.6,868.7,1.0,1,1135.6,1135.6,0.0,1871.6,1871.6,thin,history,2021-12-18,2021-12-18
HAWKINS,TX,,LAREDO,TX,,493.8,594.8,111.8,1.0,1,493.8,493.8,0.0,594.8,594.8,thin,history,2023-01-18,2023-01-18
HAWTHORNE,NJ,,LAREDO,TX,,1985.8,2012.6,95.9,1.0,1,1985.8,1985.8,0.0,2012.6,2012.6,thin,history,2021-12-22,2021-12-22
HAWTHORNE,NJ,,ZAPOPAN,JA,,2764.9,,127.7,1.0,0,2764.9,2764.9,0.0,,,thin,history,2022-01-14,2022-01-14
HAYWARD,WI,,TULSA,OK,,817.9,1888.3,1106.6,1.0,1,817.9,817.9,0.0,1888.3,1888.3,thin,history,2025-06-17,2025-06-17
HAYWARD,WI,,VERSAILLES,MO,,694.0,853.5,213.4,1.0,1,694.0,694.0,0.0,853.5,853.5,thin,history,2025-06-17,2025-06-17
HAUPPAUGE,NY,,NEW HARTFORD,NY,,279.3,258.0,0.0,1.0,1,279.3,279.3,0.0,258.0,258.0,thin,history,2023-07-21,2023-07-21
GUADALUPE,N.,,WEST BERLIN,NJ,,2058.4,,0.0,1.0,0,2058.4,2058.4,0.0,,,thin,history,2024-12-14,2024-12-14
GUILFORD,ME,,LAREDO,TX,,2413.9,2791.3,444.1,1.0,1,2413.9,2413.9,0.0,2791.3,2791.3,thin,history,2023-06-15,2023-06-15
GURNEE,IL,,LAREDO,TX,,1384.7,1453.5,81.4,1.0,1,1384.7,1384.7,0.0,1453.5,1453.5,thin,history,2023-02-14,2023-02-14
GUYMON,AR,,LAREDO,TX,,793.6,1002.1,274.3,1.0,1,793.6,793.6,0.0,1002.1,1002.1,thin,history,2021-08-20,2021-08-20
HAINES CITY,FL,,NEW BRAUNFELS,TX,,1156.9,1348.5,203.9,1.0,1,1156.9,1156.9,0.0,1348.5,1348.5,thin,history,2022-06-06,2022-06-06
HAINES,FL,,VICTORIA,TX,,1102.8,1302.1,215.3,1.0,1,1102.8,1102.8,0.0,1302.1,1302.1,thin,history,2022-04-18,2022-04-18
HALTOM CITY,TX,,ARLINGTON,OR,,1888.4,1815.9,0.0,1.0,1,1888.4,1888.4,0.0,1815.9,1815.9,thin,history,2023-01-07,2023-01-07
HAMBEN,CT,,CARVILLE,LA,,1457.2,1654.4,210.9,1.0,1,1457.2,1457.2,0.0,1654.4,1654.4,thin,history,2025-01-13,2025-01-13
HAMILTON,OH,,HOUSTON,TX,,1073.2,1523.0,478.7,1.0,1,1073.2,1073.2,0.0,1523.0,1523.0,thin,history,2020-12-01,2020-12-01
HAMPSHIRE,IL,,MARBLE FALLS,TX,,1154.4,1638.0,512.2,1.0,1,1154.4,1154.4,0.0,1638.0,1638.0,thin,history,2025-10-17,2025-10-17
HARRISVILLE,PA,,RACINE,WI,,520.9,1027.9,558.3,1.0,1,520.9,520.9,0.0,1027.9,1027.9,thin,history,2025-08-15,2025-08-15
HAMPTON,NH,,LAREDO,TX,,2228.3,2509.6,353.9,1.0,1,2228.3,2228.3,0.0,2509.6,2509.6,thin,history,2022-12-27,2022-12-27
HANAHAN,SC,,HOUSTON,TX,,1112.6,1340.5,287.5,1.0,1,1112.6,1112.6,0.0,1340.5,1340.5,thin,history,2022-11-19,2022-11-19
HANCEVILLE,AL,,LAREDO,TX,,1059.6,1154.2,155.1,1.0,1,1059.6,1059.6,0.0,1154.2,1154.2,thin,history,2023-09-05,2023-09-05
HANOVER,PA,,BUDA,TX,,1564.0,1955.2,429.9,1.0,1,1564.0,1564.0,0.0,1955.2,1955.2,thin,history,2022-02-15,2022-02-15
HARRISBURG,OR,,SAN ANTONIO,TX,,2226.4,2536.7,472.5,1.0,1,2226.4,2226.4,0.0,2536.7,2536.7,thin,history,2023-12-19,2023-12-19
HARRISBURG,PA,,SAN ANTONIO,TX,,1669.9,1965.1,338.8,1.0,1,1669.9,1669.9,0.0,1965.1,1965.1,thin,history,2022-05-03,2022-05-03
HARRISON,NJ,,ESSEXVILLE,MI,,705.4,720.4,18.9,1.0,1,705.4,705.4,0.0,720.4,720.4,thin,history,2025-07-25,2025-07-25
HARRISON,OH,,BELCAMP,MD,,554.3,663.7,158.7,1.0,1,554.3,554.3,0.0,663.7,663.7,thin,history,2026-08-18,2026-08-18
HARRISON,OH,,LAREDO TX,TX,,1390.7,1622.5,292.2,1.0,1,1390.7,1390.7,0.0,1622.5,1622.5,thin,history,2023-03-04,2023-03-04
HARRISONVILLE,MO,,WEST MIFFLIN,PA,,853.2,881.1,44.0,1.0,1,853.2,853.2,0.0,881.1,881.1,thin,history,2026-03-30,2026-03-30
HAMPSTEAD,MD,,DALLAS,TX,,1365.5,1391.4,34.1,1.0,1,1365.5,1365.5,0.0,1391.4,1391.4,thin,history,2023-01-31,2023-01-31
HOLDEN,LA,,ALICE,TX,,538.9,679.2,149.0,1.0,1,538.9,538.9,0.0,679.2,679.2,thin,history,2024-10-15,2024-10-15
HOLLAND,MI,,COUNCIL BLUFFS,IA,,597.2,591.1,0.0,1.0,1,597.2,597.2,0.0,591.1,591.1,thin,history,2025-04-01,2025-04-01
HOLLAND,MI,,OMAHA,NE,,600.0,1056.7,471.8,1.0,1,600.0,600.0,0.0,1056.7,1056.7,thin,history,2025-04-08,2025-04-08
HOLLAND,MI,,SAN ANTONIO,TX,,1358.2,1519.3,205.8,1.0,1,1358.2,1358.2,0.0,1519.3,1519.3,thin,history,2022-08-05,2022-08-05
HOLLEY,NY,,LAREDO,TX,,1858.1,2194.5,400.8,1.0,1,1858.1,1858.1,0.0,2194.5,2194.5,thin,history,2023-07-11,2023-07-11
HOLLIS CENTER,ME,,ELIZABETH,NJ,,322.3,777.2,460.0,1.0,1,322.3,322.3,0.0,777.2,777.2,thin,history,2022-09-04,2022-09-04
HOMESTEAD,FL,,HOUSTON,TX,,1223.8,1225.6,31.7,1.0,1,1223.8,1223.8,0.0,1225.6,1225.6,thin,history,2022-11-14,2022-11-14
HONEY BROOK,PA,,GEORGETOWN,TX,,1611.6,1960.6,406.5,1.0,1,1611.6,1611.6,0.0,1960.6,1960.6,thin,history,2022-03-24,2022-03-24
HOOD RIVER,OR,,DALLAS,TX,,2000.5,2164.2,243.0,1.0,1,2000.5,2000.5,0.0,2164.2,2164.2,thin,history,2022-12-29,2022-12-29
HAZELHURST,GA,,BOYD,TX,,960.8,1127.9,191.5,1.0,1,960.8,960.8,0.0,1127.9,1127.9,thin,history,2023-12-01,2023-12-01
HORNERSVILLE,MO,,TERREL,TX,,473.1,713.0,243.7,1.0,1,473.1,473.1,0.0,713.0,713.0,thin,history,2024-07-27,2024-07-27
HORSE CAVE,KY,,GRAND PRAIRIE,TX,,770.7,850.9,83.7,1.0,1,770.7,770.7,0.0,850.9,850.9,thin,history,2024-07-30,2024-07-30
HORSE CAVE,KY,,HOUSTON,TX,,869.1,1362.6,515.6,1.0,1,869.1,869.1,0.0,1362.6,1362.6,thin,history,2022-07-26,2022-07-26
HOSUTON,TX,,LAREDO,TX,,360.6,364.7,22.4,1.0,1,360.6,360.6,0.0,364.7,364.7,thin,history,2022-08-04,2022-08-04
HOUSTON,MS,,LAREDO,TX,,372.6,374.3,11.8,1.0,1,372.6,372.6,0.0,374.3,374.3,thin,history,2022-05-18,2022-05-18
HOUSTON,TX,,BOARDMAN,OR,,2111.7,2208.5,168.8,1.0,1,2111.7,2111.7,0.0,2208.5,2208.5,thin,history,2023-03-07,2023-03-07
HOUSTON,TX,,CALLAGHAN,TX,,304.9,659.2,361.8,1.0,1,304.9,304.9,0.0,659.2,659.2,thin,history,2023-07-08,2023-07-08
HOUSTON,TX,,CAMPHILL,PA,,1474.4,1456.0,11.2,1.0,1,1474.4,1474.4,0.0,1456.0,1456.0,thin,history,2023-07-19,2023-07-19
HOUSTON,TX,,FINLAY,OH,,1206.8,1212.1,27.3,1.0,1,1206.8,1206.8,0.0,1212.1,1212.1,thin,history,2025-12-17,2025-12-17
HOUSTON,TX,,KENT,WA,,2358.2,2263.0,0.0,1.0,1,2358.2,2358.2,0.0,2263.0,2263.0,thin,history,2023-07-24,2023-07-24
HORN LAKE,MS,,LAREDO,TX,,894.8,866.0,2.4,1.0,1,894.8,894.8,0.0,866.0,866.0,thin,history,2024-11-19,2024-11-19
HAZELTON,PA,,SAN ANTONIO,TX,,1726.4,1884.4,209.7,1.0,1,1726.4,1726.4,0.0,1884.4,1884.4,thin,history,2021-11-29,2021-11-29
HAZLE TOWNSHIP,PA,,NORTH HAMPTON,MA,,276.2,359.8,102.1,1.0,1,276.2,276.2,0.0,359.8,359.8,thin,history,2026-04-29,2026-04-29
HAZLEHURST,MS,,LAREDO,TX,,755.4,932.2,243.8,1.0,1,755.4,755.4,0.0,932.2,932.2,thin,history,2023-10-16,2023-10-16
HAZLETON,PA,,TOMBALL,TX,,1603.1,2006.3,457.8,1.0,1,1603.1,1603.1,0.0,2006.3,2006.3,thin,history,2025-12-16,2025-12-16
HAZLEWOOD,MO,,DEL RIO,TX,,1058.5,1357.6,341.1,1.0,1,1058.5,1058.5,0.0,1357.6,1357.6,thin,history,2025-09-15,2025-09-15
HEADLAND,AL,,LAREDO,TX,,1023.2,1322.9,375.1,1.0,1,1023.2,1023.2,0.0,1322.9,1322.9,thin,history,2024-09-18,2024-09-18
HEBRON,KY,,LAREDO,TX,,1355.2,1325.9,10.9,1.0,1,1355.2,1355.2,0.0,1325.9,1325.9,thin,history,2025-03-29,2025-03-29
HERMISTON,OR,,HOUSTON,TX,,2103.7,2693.9,703.1,1.0,1,2103.7,2103.7,0.0,2693.9,2693.9,thin,history,2022-05-31,2022-05-31
HERNDON,PA,,HILLSBORO,TX,,1480.6,1700.2,234.3,1.0,1,1480.6,1480.6,0.0,1700.2,1700.2,thin,history,2023-05-23,2023-05-23
HEYBURN,ID,,LAREDO,TX,,1689.7,1755.6,191.8,1.0,1,1689.7,1689.7,0.0,1755.6,1755.6,thin,history,2022-09-29,2022-09-29
HOISINGTON,KS,,HOUSTON,TX,,718.6,842.5,135.6,1.0,1,718.6,718.6,0.0,842.5,842.5,thin,history,2024-02-16,2024-02-16
HIGH POINT,NC,,LAREDO,TX,,1463.3,1494.5,80.5,1.0,1,1463.3,1463.3,0.0,1494.5,1494.5,thin,history,2026-01-21,2026-01-21
HIGHLAND,MI,,LAREDO,TX,,1621.8,1715.1,151.8,1.0,1,1621.8,1621.8,0.0,1715.1,1715.1,thin,history,2023-03-30,2023-03-30
HILLSBORO,OR,,WALKERVILLE,MI,,2354.1,2375.0,78.9,1.0,1,2354.1,2354.1,0.0,2375.0,2375.0,thin,history,2025-05-23,2025-05-23
HILLSBORO,TX,,HILLSBORO,TX,,734.1,,234.7,1.0,0,734.1,734.1,0.0,,,thin,history,2025-01-06,2025-01-06
HILLSBOROUGH TWP,NJ,,EDWARDSVILLE,IL,,912.7,944.5,57.1,1.0,1,912.7,912.7,0.0,944.5,944.5,thin,history,2026-04-17,2026-04-17
HILLSIDE,NJ,,DEER PARK,TX,,1605.9,1616.7,41.6,1.0,1,1605.9,1605.9,0.0,1616.7,1616.7,thin,history,2022-10-21,2022-10-21
HINESPORT,NJ,,LAREDO,TX,,1910.2,1978.3,129.3,1.0,1,1910.2,1910.2,0.0,1978.3,1978.3,thin,history,2022-11-14,2022-11-14
HOBART,IN,,SAN ANTONIO,TX,,1234.8,,261.9,1.0,0,1234.8,1234.8,0.0,,,thin,history,2021-06-16,2021-06-16
HODGKINS,IL,,LAREDO,TX,,1345.8,1348.9,13.1,1.0,1,1345.8,1345.8,0.0,1348.9,1348.9,thin,history,2023-02-27,2023-02-27
HOFFMAN,MN,,NEW BRAUNFELS,TX,,1270.3,1412.1,186.0,1.0,1,1270.3,1270.3,0.0,1412.1,1412.1,thin,history,2025-04-08,2025-04-08
HIGH POINT,NC,,AMES,IA,,1039.1,1149.8,146.5,1.0,1,1039.1,1039.1,0.0,1149.8,1149.8,thin,history,2025-03-25,2025-03-25
LAREDO,TX,,CEDAR HILL,TX,,424.9,419.9,0.0,1.0,1,424.9,424.9,0.0,419.9,419.9,thin,history,2022-08-08,2022-08-08
LAREDO,TX,,CEDAR RAPIDS,IA,,1249.1,1216.1,0.0,1.0,1,1249.1,1249.1,0.0,1216.1,1216.1,thin,history,2026-04-22,2026-04-22
LAREDO,TX,,CHANDLER,AZ,,1117.7,994.1,0.0,1.0,1,1117.7,1117.7,0.0,994.1,994.1,thin,history,2022-12-09,2022-12-09
LAREDO,TX,,CHESAPEAKE,VA,,1702.3,1677.4,0.0,1.0,1,1702.3,1702.3,0.0,1677.4,1677.4,thin,history,2023-07-10,2023-07-10
LAREDO,TX,,CLAYSBURG,PA,,1754.6,1692.9,0.0,1.0,1,1754.6,1754.6,0.0,1692.9,1692.9,thin,history,2022-05-20,2022-05-20
LAREDO,TX,,CLEARFIELD,UT,,1520.2,1394.5,0.0,1.0,1,1520.2,1520.2,0.0,1394.5,1394.5,thin,history,2022-12-03,2022-12-03
LAREDO,TX,,CLEVELAND,OH,,1608.3,1547.0,0.0,1.0,1,1608.3,1608.3,0.0,1547.0,1547.0,thin,history,2022-06-17,2022-06-17
LAREDO,TX,,CLEVELAND,TN,,1190.2,1161.1,0.0,1.0,1,1190.2,1190.2,0.0,1161.1,1161.1,thin,history,2024-07-10,2024-07-10
LAREDO,TX,,COAL CITY,IL,,1306.0,1292.4,0.0,1.0,1,1306.0,1306.0,0.0,1292.4,1292.4,thin,history,2026-08-03,2026-08-03
KERSEY,PA,,DONATION,TX,,1340.9,2041.9,746.3,1.0,1,1340.9,1340.9,0.0,2041.9,2041.9,thin,history,2026-07-07,2026-07-07
LAREDO,TX,,COLUMBIA,TN,,1206.9,1194.1,0.0,1.0,1,1206.9,1206.9,0.0,1194.1,1194.1,thin,history,2024-06-11,2024-06-11
LAREDO,TX,,COLUMBUS,IN,,1334.9,1290.9,0.0,1.0,1,1334.9,1334.9,0.0,1290.9,1290.9,thin,history,2022-06-03,2022-06-03
LAREDO,TX,,COLUMBUS,NE,,1058.8,1057.8,0.0,1.0,1,1058.8,1058.8,0.0,1057.8,1057.8,thin,history,2023-05-17,2023-05-17
LAREDO,TX,,COMMERCE,CA,,1503.1,1370.3,0.0,1.0,1,1503.1,1503.1,0.0,1370.3,1370.3,thin,history,2025-12-04,2025-12-04
LAREDO,TX,,COMMERCE,GA,,1209.0,1175.8,0.0,1.0,1,1209.0,1209.0,0.0,1175.8,1175.8,thin,history,2023-06-10,2023-06-10
LAREDO,TX,,CONKLIN,NY,,1978.9,1894.0,0.0,1.0,1,1978.9,1978.9,0.0,1894.0,1894.0,thin,history,2023-07-03,2023-07-03
LAREDO,TX,,COPPELL,TX,,451.6,448.5,0.0,1.0,1,451.6,451.6,0.0,448.5,448.5,thin,history,2024-06-12,2024-06-12
LAREDO,TX,,CORINTH,MS,,978.2,949.6,0.0,1.0,1,978.2,978.2,0.0,949.6,949.6,thin,history,2024-05-22,2024-05-22
LAREDO,TX,,COVINGTON,LA,,689.8,663.0,0.0,1.0,1,689.8,689.8,0.0,663.0,663.0,thin,history,2024-10-11,2024-10-11
LAREDO,TX,,CROSSVILLE,TN,,1202.5,1167.1,0.0,1.0,1,1202.5,1202.5,0.0,1167.1,1167.1,thin,history,2025-07-09,2025-07-09
LAREDO,TX,,COLONUAL HEIGHTS,VA,,1649.9,1610.7,0.0,1.0,1,1649.9,1649.9,0.0,1610.7,1610.7,thin,history,2021-05-07,2021-05-07
LAREDO,TX,,BROCKTON,MA,,2185.3,2132.9,0.0,1.0,1,2185.3,2185.3,0.0,2132.9,2132.9,thin,history,2022-11-25,2022-11-25
LAREDO,TX,,BROKEN ARROW,OK,,691.4,684.5,0.0,1.0,1,691.4,691.4,0.0,684.5,684.5,thin,history,2022-05-26,2022-05-26
LAREDO,TX,,BROOKSVILLE,KY,,1539.8,1450.3,0.0,1.0,1,1539.8,1539.8,0.0,1450.3,1450.3,thin,history,2024-08-23,2024-08-23
LAREDO,TX,,BRUNDIDGE,AL,,996.1,985.1,0.0,1.0,1,996.1,996.1,0.0,985.1,985.1,thin,history,2023-07-01,2023-07-01
LAREDO,TX,,BUCKEYE,AZ,,1169.8,1039.3,0.0,1.0,1,1169.8,1169.8,0.0,1039.3,1039.3,thin,history,2023-01-16,2023-01-16
LAREDO,TX,,BUFFALO,NY,,1799.4,1750.7,0.0,1.0,1,1799.4,1799.4,0.0,1750.7,1750.7,thin,history,2025-06-05,2025-06-05
LAREDO,TX,,BUFORD,GA,,1181.3,1148.0,0.0,1.0,1,1181.3,1181.3,0.0,1148.0,1148.0,thin,history,2024-05-24,2024-05-24
LAREDO,TX,,BURKBURNETT,TX,,558.0,511.3,0.0,1.0,1,558.0,558.0,0.0,511.3,511.3,thin,history,2023-11-08,2023-11-08
LAREDO,TX,,BURLINGTON TOWNSHIP,NJ,,1912.3,1848.1,0.0,1.0,1,1912.3,1912.3,0.0,1848.1,1848.1,thin,history,2023-10-08,2023-10-08
LAREDO,TX,,CEDAR GROVE,WI,,1474.5,1460.5,0.0,1.0,1,1474.5,1474.5,0.0,1460.5,1460.5,thin,history,2022-10-05,2022-10-05
LAREDO,TX,,BYRON CENTER,MI,,1593.6,1542.3,0.0,1.0,1,1593.6,1593.6,0.0,1542.3,1542.3,thin,history,2024-04-19,2024-04-19
LAREDO,TX,,CALDWELL,ID,,1862.7,1736.5,0.0,1.0,1,1862.7,1862.7,0.0,1736.5,1736.5,thin,history,2022-12-08,2022-12-08
LAREDO,TX,,CALUMET CITY,IL,,1379.9,1332.1,0.0,1.0,1,1379.9,1379.9,0.0,1332.1,1332.1,thin,history,2026-04-22,2026-04-22
LAREDO,TX,,CANON,CO,,1033.6,964.0,0.0,1.0,1,1033.6,1033.6,0.0,964.0,964.0,thin,history,2024-02-02,2024-02-02
LAREDO,TX,,CAPE CANAVERAL,FL,,1375.3,1339.3,0.0,1.0,1,1375.3,1375.3,0.0,1339.3,1339.3,thin,history,2021-11-15,2021-11-15
LAREDO,TX,,CAPITOL HEIGHTS,MD,,1916.3,1840.4,0.0,1.0,1,1916.3,1916.3,0.0,1840.4,1840.4,thin,history,2025-08-15,2025-08-15
LAREDO,TX,,CARLISLE,PA,,1787.7,1754.7,0.0,1.0,1,1787.7,1787.7,0.0,1754.7,1754.7,thin,history,2023-06-17,2023-06-17
LAREDO,TX,,CARROLLTON,TX,,447.0,442.2,0.0,1.0,1,447.0,447.0,0.0,442.2,442.2,thin,history,2023-09-27,2023-09-27
LAREDO,TX,,CARSLILE,IA,,1126.5,1098.6,0.0,1.0,1,1126.5,1126.5,0.0,1098.6,1098.6,thin,history,2021-01-07,2021-01-07
LAREDO,TX,,CAYCE,SC,,1345.0,1334.1,0.0,1.0,1,1345.0,1345.0,0.0,1334.1,1334.1,thin,history,2024-04-12,2024-04-12
LAREDO,TX,,BURLINGTON,NC,,1493.0,1469.3,0.0,1.0,1,1493.0,1493.0,0.0,1469.3,1469.3,thin,history,2022-07-20,2022-07-20
LAREDO,TX,,ELIZABETHTON,TN,,1381.8,1326.2,0.0,1.0,1,1381.8,1381.8,0.0,1326.2,1326.2,thin,history,2024-12-02,2024-12-02
LAREDO,TX,,ELK GROVE VILLAGE,IL,,1361.0,1345.3,0.0,1.0,1,1361.0,1361.0,0.0,1345.3,1345.3,thin,history,2022-07-15,2022-07-15
LAREDO,TX,,ELKHORN,NE,,1595.4,1536.7,0.0,1.0,1,1595.4,1595.4,0.0,1536.7,1536.7,thin,history,2022-09-02,2022-09-02
LAREDO,TX,,ELKRIDGE,MD,,1784.6,1731.8,0.0,1.0,1,1784.6,1784.6,0.0,1731.8,1731.8,thin,history,2023-04-21,2023-04-21
LAREDO,TX,,ELLABELL,GA,,1296.7,1252.0,0.0,1.0,1,1296.7,1296.7,0.0,1252.0,1252.0,thin,history,2022-08-17,2022-08-17
LAREDO,TX,,ELLOREE,SC,,1388.2,1348.1,0.0,1.0,1,1388.2,1388.2,0.0,1348.1,1348.1,thin,history,2023-09-01,2023-09-01
LAREDO,TX,,ELOY,AZ,,1064.7,962.0,0.0,1.0,1,1064.7,1064.7,0.0,962.0,962.0,thin,history,2023-01-20,2023-01-20
LAREDO,TX,,ENFIELD,CT,,2107.5,2040.5,0.0,1.0,1,2107.5,2107.5,0.0,2040.5,2040.5,thin,history,2023-07-20,2023-07-20
LAREDO,TX,,ENGLEWOOD,CO,,1086.4,1037.1,0.0,1.0,1,1086.4,1086.4,0.0,1037.1,1037.1,thin,history,2024-05-06,2024-05-06
LAREDO,TX,,CUDAHY,WI,,1430.7,1415.6,0.0,1.0,1,1430.7,1430.7,0.0,1415.6,1415.6,thin,history,2022-08-12,2022-08-12
LAREDO,TX,,ENLANGER,KY,,1350.3,1296.2,0.0,1.0,1,1350.3,1350.3,0.0,1296.2,1296.2,thin,history,2023-05-19,2023-05-19
LAREDO,TX,,ENNIS,TX,,408.3,406.4,0.0,1.0,1,408.3,408.3,0.0,406.4,406.4,thin,history,2022-02-23,2022-02-23
LAREDO,TX,,EPHRATA,PA,,1856.7,1801.6,0.0,1.0,1,1856.7,1856.7,0.0,1801.6,1801.6,thin,history,2022-11-18,2022-11-18
LAREDO,TX,,ERLANGER,KY,,1349.8,1303.1,0.0,1.0,1,1349.8,1349.8,0.0,1303.1,1303.1,thin,history,2026-08-07,2026-08-07
LAREDO,TX,,EVERSON,WA,,2429.3,2290.2,0.0,1.0,1,2429.3,2429.3,0.0,2290.2,2290.2,thin,history,2023-06-20,2023-06-20
LAREDO,TX,,FAIRFAX,VA,,1737.4,1678.8,0.0,1.0,1,1737.4,1737.4,0.0,1678.8,1678.8,thin,history,2022-05-20,2022-05-20
LAREDO,TX,,FAIRVIEW,OR,,2292.7,2163.5,0.0,1.0,1,2292.7,2292.7,0.0,2163.5,2163.5,thin,history,2022-04-14,2022-04-14
LAREDO,TX,,FARMINGTON,NM,,1051.3,1899.3,1146.4,1.0,1,1051.3,1051.3,0.0,1899.3,1899.3,thin,history,2022-05-03,2022-05-03
LAREDO,TX,,FAYETTEVILLE,NC,,1513.8,1477.8,0.0,1.0,1,1513.8,1513.8,0.0,1477.8,1477.8,thin,history,2023-09-30,2023-09-30
LAREDO,TX,,FLORENCE,KY,,1347.8,1307.3,0.0,1.0,1,1347.8,1347.8,0.0,1307.3,1307.3,thin,history,2023-07-19,2023-07-19
LAREDO,TX,,ENID,OK,,706.1,698.6,0.0,1.0,1,706.1,706.1,0.0,698.6,698.6,thin,history,2024-10-02,2024-10-02
LAREDO,TX,,DALHART,TX,,743.5,709.0,0.0,1.0,1,743.5,743.5,0.0,709.0,709.0,thin,history,2023-08-02,2023-08-02
LAREDO,TX,,DALLAS,GA,,1236.8,1215.8,0.0,1.0,1,1236.8,1236.8,0.0,1215.8,1215.8,thin,history,2023-10-12,2023-10-12
LAREDO,TX,,DANVERS,MA,,2209.7,2142.8,0.0,1.0,1,2209.7,2209.7,0.0,2142.8,2142.8,thin,history,2025-11-03,2025-11-03
LAREDO,TX,,DANVILLE,VA,,1519.8,1487.0,0.0,1.0,1,1519.8,1519.8,0.0,1487.0,1487.0,thin,history,2020-10-29,2020-10-29
LAREDO,TX,,DAYTON,OH,,1420.6,1363.7,0.0,1.0,1,1420.6,1420.6,0.0,1363.7,1363.7,thin,history,2021-11-26,2021-11-26
LAREDO,TX,,DAYTON,TX,,382.5,357.8,0.0,1.0,1,382.5,382.5,0.0,357.8,357.8,thin,history,2026-02-06,2026-02-06
LAREDO,TX,,DAYTONA BEACH,FL,,1303.1,1258.2,0.0,1.0,1,1303.1,1303.1,0.0,1258.2,1258.2,thin,history,2023-12-10,2023-12-10
LAREDO,TX,,DELAWARE,OH,,1499.8,1432.1,0.0,1.0,1,1499.8,1499.8,0.0,1432.1,1432.1,thin,history,2023-06-23,2023-06-23
LAREDO,TX,,DELPHI,IN,,1379.8,1314.5,0.0,1.0,1,1379.8,1379.8,0.0,1314.5,1314.5,thin,history,2026-05-18,2026-05-18
LAREDO,TX,,DISPUTANTA,VA,,1664.3,1622.7,0.0,1.0,1,1664.3,1664.3,0.0,1622.7,1622.7,thin,history,2023-11-24,2023-11-24
LAREDO,TX,,EL RENO,OK,,646.7,607.0,0.0,1.0,1,646.7,646.7,0.0,607.0,607.0,thin,history,2024-06-25,2024-06-25
LAREDO,TX,,DUBUQUE,IA,,1326.1,1294.1,0.0,1.0,1,1326.1,1326.1,0.0,1294.1,1294.1,thin,history,2022-11-25,2022-11-25
LAREDO,TX,,DUNKIRK,NY,,1757.0,1693.5,0.0,1.0,1,1757.0,1757.0,0.0,1693.5,1693.5,thin,history,2023-07-10,2023-07-10
LAREDO,TX,,DWIGHT,IL,,1280.8,1266.6,0.0,1.0,1,1280.8,1280.8,0.0,1266.6,1266.6,thin,history,2020-07-03,2020-07-03
LAREDO,TX,,EARL PARK,IN,,1407.8,1346.4,0.0,1.0,1,1407.8,1407.8,0.0,1346.4,1346.4,thin,history,2025-07-03,2025-07-03
LAREDO,TX,,EAST WENATCHEE,WA,,2240.3,2109.9,0.0,1.0,1,2240.3,2240.3,0.0,2109.9,2109.9,thin,history,2023-08-23,2023-08-23
LAREDO,TX,,EATONTOWN,NJ,,1966.3,1891.2,0.0,1.0,1,1966.3,1966.3,0.0,1891.2,1891.2,thin,history,2023-05-15,2023-05-15
LAREDO,TX,,EDGERTON,KS,,940.5,895.3,0.0,1.0,1,940.5,940.5,0.0,895.3,895.3,thin,history,2026-03-19,2026-03-19
LAREDO,TX,,EDMOND,OK,,643.6,641.7,0.0,1.0,1,643.6,643.6,0.0,641.7,641.7,thin,history,2024-01-20,2024-01-20
LAREDO,TX,,EDWARDSVILLE,IL,,1086.5,1073.9,0.0,1.0,1,1086.5,1086.5,0.0,1073.9,1073.9,thin,history,2026-04-15,2026-04-15
LAREDO,TX,,EDWARDSVILLE,KS,,914.6,910.8,0.0,1.0,1,914.6,914.6,0.0,910.8,910.8,thin,history,2024-12-11,2024-12-11
LAREDO,TX,,DONALDSOVILLE,LA,,659.1,634.6,0.0,1.0,1,659.1,659.1,0.0,634.6,634.6,thin,history,2020-11-11,2020-11-11
LA PINE,OR,,NEW SALEM,MA,,2975.5,3224.8,321.2,1.0,1,2975.5,2975.5,0.0,3224.8,3224.8,thin,history,2023-03-30,2023-03-30
LA PORTE,IN,,LAREDO,TX,,1434.6,1523.2,153.9,1.0,1,1434.6,1434.6,0.0,1523.2,1523.2,thin,history,2024-01-29,2024-01-29
LA PORTE,TX,,CARRIZO SPRINGS,TX,,338.0,414.3,80.0,1.0,1,338.0,338.0,0.0,414.3,414.3,thin,history,2022-11-04,2022-11-04
